0,1
中银珍利混合C,王妍
广发均衡价值混合,李琛
李璇,南方润元纯债债券A/B
陈会荣,大成慧成货币E
建信现金添益货币A,货币型
信诚新锐混合A,王旭巍
华夏上证50ETF联接A,徐猛
黄瑞庆,长盛同庆B
股票指数,陶曙斌
浦银安盛幸福回报定开债A,定开债券
大成景明灵活配置混合A,赵世宏
邓栋,招商丰美混合A
招商丰乐灵活配置混合A,混合型
招商兴华灵活配置混合C,混合型
上投摩根全球天然资源混合,QDII
王少成,交银恒益灵活配置混合
中欧瑾源灵活配置混合C,张跃鹏
混合型,广发聚祥灵活混合
赵楠楠,银华安盈短债债券C
银华和谐主题混合,唐能
诺安多策略混合,杨谷
混合型,凯石沣混合C
蒋璆,华安制造先锋混合
混合型,鹏华外延成长混合
海富通双利债券,张靖爽
兴业聚惠灵活配置混合A,徐青
杨逸君,兴业安润货币A
王景,招商丰茂灵活混合发起式A
安信鑫发优选混合,混合型
南方利达C,吴剑毅
国泰沪深300指数增强A,艾小军
广发汇平一年定开债C,定开债券
索丽娜,中银理财7天债券B
债券型,融通通源短融债券B
何明,国投瑞银新机遇灵活配置混合C
曲扬,定开债券
富国金利定开混合C,李羿
林静,西部利得祥运混合C
侯杰,招商安荣混合A
博时安盈债券A,债券型
国富恒利分级债券B,债券型
狄星华,国富全球科技互联混合人民币
邓栋,宝盈祥颐定期开放混合A
魏欣,工银1-3年农发债指数A
洪流,圆信永丰汇利混合(LOF)
混合型,博时新机遇混合C
泰达多元回报债券A,刘欣
宫志芳,财通资管积极收益债券A
杨威风,添富港股通专注成长
谈云飞,海富通安颐收益混合A
股票指数,国联安双禧中证100指数
华宝标普油气上游股票,QDII-指数
刘伟琳,工银中证500指数
景顺长城优质成长股票,股票型
尹诚庸,其他创新
易祺坤,货币型
中航航行宝货币,货币型
华润元大现金收益货币A,李仆
中融日日盈交易型货币A,货币型
汇添富互利分级债券A,陆文磊
中银腾利混合C,赵志华
华富收益增强债券B,债券型
债券型,陈昕
联接基金,华夏创业板ETF联接C
华商乐享互联灵活配置混合,周海栋
工银瑞信双利债券B,债券型
苏谋东,万家新利灵活配置混合
鹏华丰泰定开债A,定开债券
国联安鑫怡混合C,杨子江
中海货币A,王含嫣
中融增鑫定开债C,沈潼
混合型,王洋
新华惠鑫债券C,债券型
货币型,浙商日添利A
定开债券,鑫元安睿三年定开债
王茜,定开债券
兴银现金收益货币,范泰奇
陈洁,货币型
东吴安鑫量化,混合型
国金上证50分级,股票指数
国泰智能汽车股票,李海
东方荣家保本混合,王晓伟
混合型,嘉实主题混合
徐猛,华夏中小板ETF联接C
黄瑞庆,货币型
混合型,汇安丰益混合C
泰达宏利添利债券A,定开债券
股票指数,国投瑞银中证消费服务指数
郭瑞,东方互联网嘉混合
固定收益,聂曙光
万家强化收益定开债,陈奕雯
中银优选混合,混合型
南方上证380ETF联接A,周豪
债券型,融通债券C
金信行业优选混合发起式,混合型
西部利得新润混合,张维文
固定收益,胡洁
泰达宏利亚洲债券(QDII)C,QDII
崔俊杰,鹏华银行分级B
蒋雯文,中欧骏泰货币
上投摩根中国生物医药(QDII),方钰涵
混合型,舒灏
前海开源新经济混合,混合型
工银沪港深股票C,郝康
混合型,中邮双动力混合
刘树荣,易标普信息科技人民币
分级杠杆,海富通双福分级债券B
富国泓利纯债发起式A,钟智伦
股票型,黄瑞庆
前海开源可转债债券,石峰
华夏纯债债券C,韩会永
华夏创业板ETF,ETF-场内
葛兰,中欧瑾源灵活配置混合A
张恒,定开债券
南方全球债券(QDII)人民币C,QDII
叶朝明,鹏华弘泰C
股票指数,创金合信国证A股指数C
理财型,长盛添利30天理财债券A
赵端端,泓德裕泽一年定开债券A
货币型,朱柏蓉
华润元大双鑫债券A,刘宏毅
浙商汇金中高等级三个月A,定开债券
混合型,汇添富达欣混合C
桂跃强,债券型
陶敏,混合型
股票型,谢屹
定开债券,张翼飞
银河银泰混合,徐小勇
魏镇江,华夏睿磐泰茂混合C
方正富邦惠利纯债A,王健
南方纯元C,金凌志
西部利得合赢债券C,韩丽楠
范妍,圆信永丰兴源灵活配置混合C
博时双债增强债券A,债券型
诺安增利债券A,债券型
易方达战略配售(LOF),付浩
货币型,嘉实现金宝
工银14天理财债券发起B,魏欣
债券型,唐丁祥
定开债券,杨宇俊
陈孜铎,混合型
国联安货币B,万莉
DANIEL DONGNING SUN,平安中短债债券C
刘阳,上投摩根纯债添利债券A
农银汇理海棠三年定开混合,付娟
吴剑毅,股票指数
赵菲,中融一带一路分级
工银月月薪定期支付债券C,张洋
邓栋,招商丰融混合C
南方荣年A,黄斌斌
郭睿,股票型
王慧,华宝宝裕债券C
益民红利成长混合,混合型
定开债券,博时安慧18个月定开债A
易方达新益混合I,混合型
股票型,银华农业产业股票发起式
混合型,宋东旭
易方达双债增强债券A,债券型
袁航,鹏华弘信混合C
李栋梁,华宝新动力混合
董瑞倩,国寿安保稳健回报混合A
混合型,鹏华盛世创新混合(LOF)
泰达宏利宏达混合B,李坤元
国联安添鑫灵活配置混合C,混合型
欧阳凯,混合型
金鹰元丰债券,于利强
海富通上证非周期ETF联接,联接基金
孔令超,东方红创新优选定开混合
泓德裕康债券C,债券型
股票型,王咏辉
混合型,金鹰鑫瑞混合C
混合型,汇添富盈鑫混合
钟智伦,富国新优选灵活定开混合A
鹏华永盛一年定开债,定开债券
南方有色金属ETF联接C,联接基金
周豪,联接基金
浙商聚潮策略配置混合,查晓磊
李邦长,华安日日鑫货币A
浦银安盛盛达纯债债券C,债券型
房雷,光大永鑫混合A
南方绩优成长混合C,史博
混合型,中邮军民融合灵活配置混合
国泰聚信价值优势混合C,程洲
蒋一茜,嘉实原油(QDII-LOF)
广发景丰纯债,债券型
鹏华兴盛灵活配置混合C,张栓伟
万家日日薪货币A,货币型
分级杠杆,罗国庆
国投瑞银新活力定开混合C,混合型
景顺长城中证500增强,黎海威
邓欣雨,债券型
长信可转债债券A,吴晖
龚丽丽,分级杠杆
魏桢,理财型
鹏华精选成长混合,刘苏
南方智诚混合,史博
股票指数,东吴中证新兴指数
博时国企改革股票,股票型
股票指数,陈龙
国金沪深300指数分级A,宫雪
创金合信金融地产C,股票型
银华中小盘混合,张萍
国富新价值混合A,混合型
李燕,东方红货币B
何龙,融通领先成长混合(LOF)
嘉实中证金融地产ETF,刘珈吟
中信建投北京50ETF,ETF-场内
混合型,中科沃土沃鑫成长混合
杨锐文,景顺长城景颐丰利债券C
嘉实基本面50指数(LOF)A,陈正宪
广发利鑫灵活配置混合,混合型
易方达标普医疗保健美元汇,刘树荣
哈默,银华聚利灵活配置混合A
华富天盈货币B,姚姣姣
李铧汶,华夏经典混合
大成深证成长40ETF联接,苏秉毅
广发中证100ETF联接C,联接基金
国泰信用债券A,张一格
天弘上证50指数C,股票指数
富安达健康人生混合,毛矛
封闭式,钱睿南
李慧鹏,定开债券
万家鑫盛纯债A,尹诚庸
杨庆定,混合型
华融新锐灵活配置混合,混合型
南方昌元转债A,郑迎迎
股票指数,赵菲
鑫元核心资产C,股票型
张金涛,嘉实瑞享定期混合
交银裕隆纯债债券A,债券型
富国新活力灵活配置混合A,方旻
富荣沪深300指数增强C,邓宇翔
股票指数,华宝中证500增强C
新华恒稳添利债券B,王滨
周飞,货币型
梁冬冬,混合型
混合型,马斌博
嘉实安心货币A,李曈
中欧增强回报债券(LOF)A,袁争光
股票型,国联安科技动力
华夏创业板ETF,徐猛
任慧娟,泰康薪意保货币A
孙权,德邦德焕9个月定开债C
混合型,张峰
陈少平,泰达宏利首选企业股票
固定收益,易方达聚盈分级债券发起式A
李家春,东方红战略精选混合A
华富恒利债券C,张惠
徐艳芳,国金国鑫发起
谢志华,诺安泰鑫一年定开债A
国泰央企改革股票,饶玉涵
货币型,建信现金添益货币A
混合型,泰达宏利市值优选混合
东吴鼎元C,债券型
中欧新蓝筹混合A,混合型
混合型,广发百发大数据精选混合E
国投瑞银纯债债券B,蔡玮菁
联接基金,国联安中证半导体ETF联接A
景顺长城领先回报混合C,混合型
混合型,工银中小盘混合
中欧睿选定开混合,混合型
周云,东方红新动力混合
华宝中国互联股票美元,周晶
宝盈人工智能股票A,张仲维
中欧天启债券C,王家柱
俞晓斌,富国新趋势灵活配置混合C
先锋量化优选混合A,王颢
招商添润3个月定开债A,周欣宇
IKEDA KAE,浦银安盛全球智能科技(QDII)
南方沪港深价值,毕凯
英大灵活配置混合型发起式B,易祺坤
樊利安,国泰中证500指数增强C
货币型,华润元大现金收益货币A
添富港股通专注成长,佘中强
华富货币A,货币型
招商标普金砖四国指数,QDII-指数
过钧,博时新策略灵活配置混合A
定开债券,康晶
海富通中小盘混合,混合型
方红涛,货币型
招商招旺纯债A,债券型
乔培涛,长盛生态环境混合
ETF-场内,广发中证全指主要消费ETF
华安安心收益债券A,郑可成
工银瑞信灵活配置混合B,欧阳凯
QDII-ETF,华安日经225ETF
联接基金,张娅
东方多策略灵活配置混合C,混合型
华泰柏瑞积极优选股票,方伦煜
富国收益增强债券A,郑迎迎
华安鼎益债券C,债券型
孙芳,上投摩根核心优选混合
金梓才,混合型
荣膺,华夏中证央企ETF联接A
国投瑞银成长优选混合,混合型
银华信用季季红债券A,债券型
万家现金增利货币B,苏谋东
股票型,宝盈品牌消费股票C
广发中债1-3年国开债C,王予柯
周豪,南方中证500工业ETF
石磊,银河灵活配置混合A
嘉实沪深300红利低波动ETF,ETF-场内
博时景发纯债债券,债券型
施虓文,上投摩根安通回报混合A
前海开源3-5年国开债C,李炳智
储荞,红土创新沪深300增强A
定开债券,嘉实致兴定开债发起式
博时央调ETF联接A,赵云阳
混合型,王奇玮
工银财富货币A,谷衡
博时天天增利货币A,鲁邦旺
华安新希望灵活配置混合C,贺涛
债券型,闫晗
创金合信科技成长股票C,周志敏
张凯,ETF-场内
理财型,招商理财7天债券B
招商招益一年定开债,定开债券
海富通改革驱动混合,混合型
国寿安保稳恒混合C,混合型
富国睿利定开混合发起式,袁宜
泰信天天收益货币E,何俊春
债券型,圆信永丰兴利C
林铮,圆信永丰兴融A
王玥,中融新经济混合C
南方安享绝对收益,钱厚翔
万家鑫瑞纯债E,陈佳昀
债券型,前海联合添和纯债C
国泰成长优选混合,混合型
王树丽,债券型
易方达裕景添利6个月定开债,胡剑
郭锐,招商优势企业混合
博时鑫禧灵活配置混合A,陈雷
兴全精选混合,张睿
债券型,东方双债添利债券C
华富收益增强债券B,尹培俊
债券型,陈博亮
天弘沪深300指数A,张子法
中融睿丰定开债A,定开债券
王健,方正富邦金小宝货币
WANG AO(汪澳),平安财富宝货币
上投摩根天添盈货币E,孟晨波
华安新瑞利混合C,混合型
张栓伟,鹏华弘尚灵活配置混合A
西部利得天添富货币A,货币型
信诚永益一年定开混合A,缪夏美
博时亚洲票息收益债券现汇,过钧
张维文,债券型
招商丰德灵活配置混合C,张磊
混合型,杨建华
中邮中证价值回报量化策略C,姚婷
闫沛贤,中加颐兴定开债券
王旭巍,信诚添金分级债券
联接基金,国泰中证生物医药ETF联接A
封闭式,基金普华
其他创新,王涛
混合型,中银金融地产混合
货币型,泰达宏利活期友货币B
天弘永利债券E,陈钢
国泰国证医药卫生行业分级A,固定收益
宝盈资源优选混合,彭敢
陈会荣,大成月月盈短期理财债券E
混合型,上投摩根科技前沿灵活配置混合
易方达日经225ETF,余海燕
民生加银稳健成长混合,混合型
混合型,招商增荣混合(LOF)
混合型,安信新优选混合A
富国新回报灵活配置混合C,俞晓斌
谢军,广发安泽短债债券A
债券型,宝盈安泰短债债券C
博时天颐债券A,张李陵
理财型,大成月添利债券A
债券型,易方达增强回报债券A
诺安优势行业混合A,混合型
齐海滔,混合型
易方达重组分级,刘树荣
混合型,华夏大盘精选混合
长信利率A,债券型
博时沪港深优质企业基金C,王俊
翁启森,华安生态优先混合
陈健夫,混合型
汇安丰华混合C,仇秉则
定开债券,华安年年红债券C
上投摩根成长动力混合,刘辉
富国目标收益两年期纯债债券,钟智伦
泰康弘实3月定开混合,蒋利娟
姚姣姣,华富天盈货币A
赵栩,工银上证央企ETF
史博,南方绩优成长混合A
华夏沪深300指数增强C,股票指数
融通互联网传媒灵活配置混合,关山
崔惠军,西部利得个股精选股票
中科沃土货币B,马洪娟
瞿灿,银华中债10年期金融债指数C
富安达富利纯债,张凯瑜
新华双利债券C,于泽雨
人保量化混合C,混合型
万家瑞兴,李文宾
混合型,华安逆向策略混合
混合型,国泰聚信价值优势混合C
民生加银稳健成长混合,蒯学章
混合型,东方红产业升级混合
陈轶平,理财型
汇添富养老2030混合(FOF),混合-FOF
易标普信息科技人民币,刘树荣
何如,嘉实基本面50指数(LOF)A
张芊,广发集安债券C
天弘季加利理财A,王登峰
华商价值共享混合发起式,何奇峰
国投瑞银策略精选混合,吉莉
混合型,陈怡
陶灿,股票型
混合型,魏伟
杨林耘,民生加银家盈理财7天A
李石,格林伯锐灵活配置A
西部利得沪深300指数增强A,刘荟
混合型,邹新进
信诚中证信息安全指数分级B,杨旭
嘉实润和量化定期混合,刘宁
招商睿逸混合,混合型
侯世霞,红土创新新兴产业混合
债券指数,银华10年地方政府债C
国投瑞银一年定开债A,狄晓娇
周益鸣,定开债券
葛兰,中欧医疗创新股票C
陈启明,华富产业升级灵活配置混合
高松,方正富邦红利精选混合A
周恩源,鹏华丰润债券(LOF)
张略钊,工银纯债债券A
崔思维,嘉实中债1-3政金债指数A
鹏华环球发现美元现汇,尤柏年
工银瑞享纯债债券,陆欣
邓栋,招商安本增利债券
华夏港股通精选股票LOF,股票型
华安新泰利灵活配置混合A,朱才敏
混合型,海富通领先成长混合
吴晖,长信利丰债券C
欧阳亮,大成慧成货币E
宋东旭,货币型
混合型,华安动态灵活配置混合
彭云峰,民生加银鹏程混合A
债券指数,富国中债1-5年农发行A
徐林明,华宝科技先锋混合
吴畏,混合型
汇添富理财7天债券B,温开强
黄玥,前海开源多元策略混合C
海富通上清所短融债券C,陈轶平
混合型,浦银安盛安久回报定开混合A
刘静,前海开源鼎欣债券C
林鹏,东方红睿逸定期开放混合
货币型,博时现金宝货币B
王颀亮,富国7天理财宝债券B
王涛,融通通润债券
广发聚鑫债券C,代宇
何晶,银河中债央企20债券指数
混合型,鹏华消费领先混合
大成蓝筹稳健混合,侯春燕
卞勇,万家量化同顺混合A
混合型,国投瑞银新活力定开混合C
混合型,李晓星
梁浩,股票型
黄浩荣,融通通颐定开债券C
混合型,华融新锐灵活配置混合
廉晓婵,中加颐享纯债债券
混合型,张帆
混合型,易海波
景顺长城安享回报混合A,毛从容
南方稳健养老(FOF)A,黄俊
混合型,景顺长城泰和回报混合A
曲波,华夏天利货币B
富国中证全指证券公司指数分级,方旻
董晗,国投瑞银境煊灵活配置混合C
定开债券,鹏华3个月中短债A
易方达消费行业股票,股票型
余红,中邮纯债恒利债券C
兴业中证国有企业指数增强,股票指数
中海纯债债券C,王含嫣
王靖,定开债券
债券型,国泰淘金互联网债券
中欧新趋势混合C,混合型
混合型,宫志芳
徐小勇,长安鑫盈混合A
国寿安保稳寿混合C,李丹
债券指数,夏晨曦
定开债券,财通睿智6个月定开债
分级杠杆,易方达国企改革指数分级B
农银新能源主题,顾旭俊
华安新财富灵活配置混合C,混合型
交银荣鑫灵活配置混合,于海颖
混合型,汇安丰裕灵活配置混合C
魏桢,博时天天增利货币A
马斌博,浙商鼎盈事件驱动混合
汇添富丰利短债债券,蒋文玲
债券型,华夏双债债券C
国泰金牛创新成长混合,程洲
海富通内需热点混合,混合型
陈叶雁南,嘉实互通精选股票
理财型,广发季季利债券B
张恒,平安灵活配置混合
平安中短债债券A,DANIEL DONGNING SUN
中金现金管家B,货币型
景顺长城中国回报灵活配置混合,万梦
混合型,杨芳
债券型,江信祺福C
江信同福A,王安良
蔡玮菁,国投瑞银岁丰利债券A
益民品质升级混合,吕伟
融通通慧混合A/B,彭炜
罗国庆,广发中证100ETF
易方达富财纯债,王晓晨
陶然,汇添富添富通货币A
泰达宏利创金混合C,傅浩
招商招顺纯债C,许强
乐育涛,QDII
国投瑞银钱多宝货币I,颜文浩
平安安心灵活配置混合C,张恒
平安鑫安混合C,张文平
QDII,蔡德森
大成中证红利指数A,股票指数
南方启元债券C,孟飞
长信先优债券,朱垚
兴全恒瑞定开债券发起式,定开债券
王婷婷,国开货币A
姜涛,中融鑫视野混合C
联接基金,嘉实中证500ETF联接A
混合型,国联安鑫隆混合A
薛小波,前海开源中航军工
货币型,苏谋东
混合型,葛鹤军
汇添富中证主要消费ETF,汪洋
混合型,诺安优势行业混合C
华夏养老2045(FOF)A,李铧汶
浦银安盛港股通量化混合,罗雯
王靖,北信瑞丰稳定收益A
施旭,平安转型创新混合A
定开债券,长城定开债A
九泰久鑫债券A,债券型
刘玉,广发新兴成长混合
广发鑫和灵活配置混合A,谢军
鹏华新丝路分级A,焦文龙
博道叁佰智航股票C,股票型
梅律吾,ETF-场内
添富智能制造股票,股票型
股票型,沙炜
新华趋势领航混合,崔建波
股票指数,万家中证500指数增强A
大成动态量化混合,混合型
许文波,东方价值挖掘灵活配置混合
倪明,银华价值优选混合
万家瑞祥混合C,高翰昆
郭睿,中欧品质消费股票C
混合型,易方达国防军工混合
裴禹翔,诺安稳固收益一年定开债
陈健玮,混合型
保本型,姚航
张文平,平安惠安债券
海富通欣荣混合A,混合型
招商招恒纯债C,债券型
债券型,工银可转债优选债券A
定开债券,景顺长城景泰稳利定开债A
债券型,华泰柏瑞丰盛纯债债券C
杨红,东海科技动力C
洪志,广发汇兴3个月定期开放债券
南方安康混合,李振兴
杨仁眉,混合型
债券型,国投瑞银恒泽中短债A
货币型,南方现金增利货币A
陈良栋,长城久益混合C
交银裕祥纯债债券C,债券型
提云涛,信诚至鑫灵活配置混合C
大成惠裕定开纯债债券,陈会荣
陆文磊,汇添富理财7天债券A
债券型,博时裕景纯债
何晓春,混合型
黄力,国寿安保安裕纯债半年定开债
工银新焦点混合C,游凛峰
薛小波,债券型
侯斌,金元顺安核心动力混合
刘方正,鹏华弘嘉混合A类
李笑薇,富国沪深300指数增强
融通核心价值混合,QDII
万家鑫悦纯债A,苏谋东
伍方方,兴业纯债一年定开债A
肖世源,圆信永丰兴源灵活配置混合C
QDII,易方达原油A类美元汇
股票型,冯明远
混合型,新华鑫动力灵活配置混合C
混合型,富国新收益灵活配置混合A
季文华,股票型
南方顶峰TOPIX-ETF,崔蕾
柳军,华泰柏瑞中证500ETF联接A
银华多元收益定开混合A,王智伟
债券型,梁昕
西部利得得尊债券,张维文
张文玥,嘉实快线货币C
前海开源沪港深大消费混合C,赵雪芹
华安安业债券A,债券型
混合型,钟智伦
刘莹,天弘现金管家货币C
中信建投睿利A,混合型
沈潼,中融鑫视野混合A
定开债券,招商招盈18个月定开债
工银薪金货币A,货币型
南方颐元定开债券发起式A,定开债券
银华货币B,货币型
兴全恒益债券A,债券型
混合型,长城久鑫灵活配置
景顺长城研究精选股票,股票型
分级杠杆,查晓磊
林龙军,金鹰持久增利债券(LOF)C
张翼飞,安信永鑫增强债券C
易方达原油A类美元汇,张胜记
海富通强化回报混合,陶敏
曾豪,混合型
混合型,兴全新视野定开混合
建信现金增利货币,先轲宇
富国产业驱动混合,厉叶淼
袁争光,中欧价值智选混合E
货币型,裴禹翔
理财型,光大添天利理财债券B
郑慧莲,定开债券
货币型,诺安聚鑫宝货币A
招商鑫悦中短债A,刘万锋
杨哲,长盛盛杰一年期定开混合
QDII,长盛环球行业混合(QDII)
债券型,前海开源可转债债券
朱哲,大成货币A
李仆,东方稳定增利债券C
董理,兴全社会责任混合
诺安纯债定开债C,定开债券
赵若琼,债券型
方伦煜,股票型
国泰国证航天军工指数,艾小军
股票指数,长城久兆中小板300指数分级
唐晓斌,混合型
李飞,金元顺安优质精选混合A
吴培文,股票型
裴禹翔,诺安增利债券B
联接基金,广发医药卫生联接C
平安日增利货币,张文平
嘉合磐通债券A,季慧娟
定开债券,广发汇安18个月定开债A
汇安沪深300指数增强C,沈宏伟
蔡铮,交银国证新能源指数分级
货币型,华融现金增利货币A
债券型,富国投资级信用债债券型C
国联安鑫隆混合C,薛琳
混合型,东方价值挖掘灵活配置混合
混合型,金鹰技术领先灵活配置混合A
大成深证成长40ETF,张钟玉
大成景辉灵活配置混合A,黄万青
曲波,货币型
孟亚强,九泰鸿祥服务升级灵活配置混合
融通新能源汽车主题精选混合,邹曦
长盛同禧债券A,杨哲
单文,股票型
中银宝利混合A,涂海强
定开债券,华夏鼎瑞三个月定开债C
融通通安债券,债券型
中加聚利纯债定开A,定开债券
华宝中国互联股票美元,周欣
汇添富中证500A,吴振翔
混合型,安信核心竞争力混合A
代宇,广发聚鑫债券C
鲁邦旺,货币型
长信合利混合C,黄韵
工银瑞盈18个月定开债,杜洋
李峰,建信中短债纯债债券C
债券指数,中融3-5年中高等级信用债C
静鹏,江信洪福纯债
混合型,黄一明
方龙,混合型
财通新兴蓝筹混合A,混合型
南方消费进取,李佳亮
戴奇雷,光大红利混合
股票型,嘉实医药健康股票C
袁英杰,申万菱信申万证券分级
交银理财21天债券A,林洪钧
华夏新锦绣混合A,毛颖
大成景安短融债券B,陶铄
华宝现金宝货币A,高文庆
工银添颐债券A,景晓达
兴业14天理财B,雷志强
前海联合泓元定开债券,敬夏玺
混合型,钱厚翔
陈利,债券指数
前海开源泽鑫混合A,混合型
天治量化核心精选混合A,TIAN HUAN
长盛同裕纯债E,张帆
李慧鹏,民生加银鑫兴纯债债券A
货币型,东方金元宝货币
混合型,华夏经典混合
QDII,鹏华全球高收益债(QDII)
鹏华丰安债券,债券型
混合型,周潜玮
货币型,富安达现金通货币B
国泰国证有色金属行业分级B,徐成城
漆志伟,长江乐丰纯债
华泰紫金季季享定开债C,定开债券
孙远慧,债券型
南方新蓝筹混合,混合型
定开债券,诺安裕鑫收益定开债
创金合信尊智纯债,蒋小玲
中欧鼎利债券,黄华
货币型,鹏华兴鑫宝货币
工银丰实三年定开债券,李娜
兴银汇福定开债,定开债券
刘开运,九泰锐丰灵活配置混合(LOF)A
赵栩,QDII
冯汉杰,中加转型动力混合C
刘杰,广发恒生中型股指数A
朱义,富安达行业轮动混合
民生加银红利回报混合,王亮
泰达宏利品质生活混合,庞宝臣
大成景丰分级债券A,陶铄
中融恒信纯债C,李倩
泰信中小盘精选混合,混合型
富国新收益灵活配置混合A,俞晓斌
易方达增金宝货币,梁莹
海富通新内需混合A,混合型
人保优势产业混合C,彬彬
长盛上证50指数分级,赵宏宇
泰康安业政金债债券A,任翀
王晓贞,中信建投北京50ETF
陈利,德邦纯债9个月定开债C
艾小军,ETF-场内
于雷,长城中小盘成长混合
银河银泰混合,杨琪
李昱,债券型
定开债券,国金量化添利
博时中债3-5年国开行C,张鹿
博时医疗保健行业混合A,混合型
于军华,北信瑞丰新成长
华泰保兴尊颐定开,定开债券
陈凯杨,博时合惠货币B
尹晓红,招商战略配售(LOF)
过钧,博时双债增强债券A
魏刚,农银汇理多因子股票
招商可转债分级债券,债券型
朱雀产业臻选混合C,混合型
鹏华精选成长混合,谢书英
庞宝臣,泰达宏利新起点混合A
伍文友,融通互联网传媒灵活配置混合
鹏华弘嘉混合A类,汤志彦
易方达供给改革混合,混合型
广发睿阳三年定开混合,傅友兴
汇添富理财7天债券A,温开强
理财型,吴旅忠
孙敏,广发亚太中高收益债券
混合型,博时主题行业混合(LOF)
中航新起航灵活配置混合C,混合型
天弘信利债券A,王昌俊
分级杠杆,吴晨
中金金泽A,混合型
国泰现金管理货币B,韩哲昊
金鹰元盛债券型发起式C,债券型
富国天瑞强势混合,混合型
陈凯杨,博时裕乾纯债A
钱文成,混合型
郑如熙,华安安悦债券A
固定收益,前海开源健康分级A
嘉实对冲套利定期混合,刘斌
富国恒生中国企业ETF,王乐乐
苗宇,广发聚丰混合
李邦长,债券型
博时裕顺纯债债券,陈凯杨
南方浙利定开债券,黄斌斌
邱红丽,中海混改红利混合
泰康产业升级混合A,薛小波
债券型,前海联合永兴纯债C
债券型,中欧增强回报债券(LOF)A
混合型,华润元大信息传媒科技混合
嘉合磐通债券A,李国林
庞世恩,红土创新沪深300增强C
孔飞,德邦锐乾债券A
混合型,黄斌斌
中信建投稳祥A,黄海浩
顾宇笛,财通鸿睿12个月定开债C
林晶,华夏领先股票
赵鹏飞,汇添富高端制造股票
广发全球医疗保健(QDII),刘杰
中融新经济混合A,姜涛
货币型,前海联合汇盈货币A
鹏华资源分级A,固定收益
长安货币B,货币型
张媛,英大策略优选C
苏辛,混合-FOF
博时上证50ETF,ETF-场内
王静,股票指数
光大行业轮动混合,混合型
鹏华中证酒ETF,张羽翔
前海开源优势蓝筹股票C,吴国清
国联安红利混合,潘明
余红,中邮定开债A
国寿安保尊荣中短债债券C,债券型
国投瑞银新活力定开混合C,宋璐
朱虹,债券型
海富通强化回报混合,混合型
民生加银现金增利货币D,杨林耘
陈博亮,兴银长乐定开债
陈佳昀,万家鑫瑞纯债A
安信合作创新灵活配置混合,陈一峰
章劲,华泰保兴吉年福定开混合
李羿,富国金利定开混合A
沈丹,国联安增富一年定开债
建信龙头企业股票,股票型
朱红,诺德消费升级混合
刘心峰,西部利得添盈短债债券E
提云涛,股票型
德邦锐乾债券A,刘长俊
博时中证银行指数分级A,固定收益
ETF-场内,龚丽丽
方磊,汇丰晋信恒生龙头指数C
混合型,平安量化精选混合C
朱然,股票型
黄芳,华夏大中华混合(QDII)
招商招益一年定开债,刘万锋
陈雷,博时行业轮动混合
饶晓鹏,华安安信消费混合
兴业短债债券C,徐青
鹏华弘和混合C,混合型
ETF-场内,陈建华
混合型,雷志勇
傅鹏博,睿远成长价值混合C
陈轶平,债券型
王玥,中融睿丰定开债A
张胜记,联接基金
股票指数,李佳亮
理财型,博时月月盈短期理财债券A
黄华,中欧安财定开债发起式
上投摩根香港精选港股通,张淑婉
银华合利债券,王智伟
理财型,光大添盛双月理财债券A
黄晓婷,招商理财7天债券A
郭党钰,中金新丰灵活配置A
南方颐元定开债券发起式C,陶铄
债券型,易方达裕鑫债券A
股票型,前海开源优势蓝筹股票A
李佳存,股票型
丁宇佳,泰达宏利集利债券C
银河康乐股票,余科苗
华安宝利配置混合,刘伟亭
中信建投北京50ETF,王晓贞
海富通精选贰号混合,混合型
招商沪深300地产等权重分级B,分级杠杆
华安中证银行指数分级A,固定收益
长信利率C,债券型
中融鑫思路混合C,王玥
鹏华医药科技,梁浩
工银添颐债券A,杜海涛
华夏新时代混合(QDII),阳琨
李达夫,国投瑞银顺昌纯债债券
蔡耀华,富国新动力灵活配置混合A
创金合信尊利纯债,债券型
博时安誉18个月定开债,定开债券
刘心峰,西部利得天添鑫货币B
颜昕,鑫元汇利债券
华夏新锦安混合C,陈伟彦
南方积极配置混合(LOF),蔡望鹏
泰康中证港股通非银指数A,黄成扬
姚姣姣,定开债券
海富通量化前锋股票A,股票型
祝灿,华夏鼎隆债券C
中银理财7天债券B,吴旅忠
混合型,刘锋
招商丰享混合C,混合型
债券型,博时泰和债券C
银华明择多策略定期开放混合,苏静然
混合型,国投瑞银境煊灵活配置混合A
QDII,富国全球债券美元现汇
股票型,嘉实物流产业股票C
熊志勇,华泰紫金智能量化股票发起
吴超,太平恒安三个月定开债
富国品质生活混合,刘莉莉
吴振翔,汇添富中证精准医疗指数A
方正富邦优选灵活配置混合A,王健
货币型,国联安货币A
新华优选成长混合,混合型
李瑞,东方成长回报平衡混合
创金合信汇誉六个月定开债C,定开债券
申万菱信沪深300价值指数,荆一帆
华泰柏瑞惠利灵活混合A,盛豪
混合型,融通通尚灵活配置混合A
长城新策略混合C,马强
创金合信泰盈双季红定开债券C,郑振源
博时灵活配置混合A,混合型
金耀,民生加银研究精选混合
嘉实中关村A股ETF,ETF-场内
混合型,王翔
王茜,嘉实新起航混合
混合型,长盛盛德灵活配置混合C
股票型,王晓李
陈怡,泰康安泰回报混合
