0,1
王咏辉,鹏华地产分级A
杜晓海,海富通安颐收益混合A
中金可转债A,债券型
长信新利灵活配置混合,叶松
广发深证100指数分级B,陆志明
建信安心回报6个月定开A,定开债券
朱哲,大成货币B
招商标普指数-美元,邓栋
博时新趋势混合A,招扬
混合型,信达澳银中小盘混合
国联安中债信用债指数增强A,薛琳
华安上证龙头ETF联接,许之彦
李娜,工银瑞景定开发起式债券
国投瑞银境煊灵活配置混合C,李怡文
连端清,交银天益宝货币A
邹维,圆信永丰汇利混合(LOF)
康晶,招商丰睿混合C
工银全球精选股票(QDII),游凛峰
交银定期支付双息平衡混合,混合型
混合型,夏春晖
长盛添利30天理财债券B,段鹏
王涛,混合型
姚秋,新华丰利债券C
债券型,赵若琼
黄一明,民生加银精选混合
曾鹏,混合型
定开债券,闫晗
混合型,银华估值优势混合
曲扬,嘉实新起航混合
周潜玮,万家中证1000指数增强C
刘开运,九泰锐丰灵活配置混合(LOF)C
孙伟,民生加银前沿科技灵活配置混合
混合型,诺德价值优势混合
中银研究精选灵活配置混合,混合型
封闭式,基金金泰
杨琨,诺安改革趋势灵活配置混合
叶松,长信恒利优势混合
招商沪深300高贝塔指数分级,苏燕青
ETF-场内,广发中证京津冀发展ETF
银华中债10年期金融债指数A,瞿灿
海富通鼎丰定开债券,张靖爽
朱晨杰,中欧稳健收益债券C
鹏华弘泰C,祝松
蒋磊,银河如意债券
混合型,孙鲁闽
富国中证1000指数增强,方旻
易小金,混合型
陈伟彦,华夏红利混合
中银全球策略,陈学林
华安沪港深外延增长混合,杨明
天弘鑫安宝保本,钱文成
交银国企改革灵活配置混合,沈楠
博时鑫泽灵活配置混合A,混合型
温秀娟,广发活期宝货币B
石雨欣,华安稳固收益债券A
创金合信鑫收益混合C,蒋小玲
华安智能生活混合,混合型
华富成长趋势混合,龚炜
长城创业板指数增强A,张捷
汇添富理财60天债券A,徐寅喆
钱亚风云,中银宝利混合A
混合型,陈颖
混合型,万家颐和灵活配置混合
QDII-指数,华安德国30(DAX)联接
唐赟,交银安心收益债券
华泰柏瑞量化先行混合,田汉卿
盛豪,华泰柏瑞裕利混合A
混合型,郑文旭
张晓磊,国都智能制造
股票型,工银美丽城镇股票
银华鑫盛灵活配置混合(LOF),王海峰
混合型,鹏扬核心价值灵活配置C
长城久鼎混合,混合型
罗晓倩,财通聚利纯债债券
蔡宾,长盛同禧债券C
保本型,新华阿鑫二号保本
上投安腾回报混合C,混合型
中邮增力债券,张萌
光大保德信安泽债券A,债券型
安信沪深300增强发起式C,股票指数
广发纳斯达克100指数A,刘杰
石大怿,易方达财富快线货币A
富国新优享灵活配置混合C,于渤
富国中证体育产业指数分级A,固定收益
卞勇,股票指数
英大领先回报混合发起式,混合型
国泰融安多策略灵活配置混合,高楠
交银精选混合,张鸿羽
蔡铮,交银上证180公司治理联接
刘长俊,德邦德信中高企债指数C
李锦文,南方智慧混合
蒋雯文,中欧货币B
丘栋荣,汇丰晋信双核策略混合C
广发养老指数A,季峰
毛从容,景顺长城景盛双息收益债券A
宋璐,国投瑞银新机遇灵活配置混合C
王登峰,天弘弘运宝货币A
伍旋,鹏华文化传媒娱乐股票
长信纯债半年债券C,定开债券
徐林明,华宝量化对冲混合A
中欧瑾通灵活配置混合A,华李成
国金沪深300指数分级A,李安心
付浩,基金科瑞
华夏睿磐泰兴混合,宋洋
混合型,李晗
银河创新成长混合,袁曦
永赢聚益债券A,债券型
龚丽丽,申万菱信环保产业分级A
杨冬冬,国投瑞银瑞泰多策略混合
债券型,安信尊享纯债
大成消费主题混合,李本刚
财通福佑定开混合发起,混合型
融通行业景气混合,邹曦
泰信互联网+混合,混合型
宝盈融源可转债债券A,债券型
股票指数,赵晓东
前海联合添利债券A,敬夏玺
漆志伟,长江可转债债券A
混合型,广发轮动配置混合
丁进,兴业收益增强债券C
华夏回报混合A,蔡向阳
周晶,华宝香港中小C
国联安精选混合,混合型
李文君,货币型
陈轶平,海富通上证周期产业债ETF
国联安行业领先混合,高兰君
詹佳,光大鼎鑫混合A
工银瑞信聚盈混合C,李昱
平安交易型货币E,田元强
混合型,汇添富经典成长定开混合
混合型,寇文红
股票型,朱晓龙
富国生物医药科技混合,于洋
诺安中小盘精选混合,周心鹏
泰达宏利启惠灵活配置混合A,丁宇佳
吴江宏,汇添富盈稳保本混合
债券型,永赢双利债券C
李君,定开债券
彭云峰,建信新经济灵活配置混合
富国创业板指数分级A,固定收益
银河君荣灵活配置混合A,刘铭
黄栋,上证180高贝塔ETF
顾宇笛,财通鑫盛6个月定开
裴禹翔,定开债券
西部利得个股精选股票,股票型
张能进,混合型
萧楠,易方达新享混合C
混合型,万家臻选混合
汇添富理财7天债券A,陆文磊
周怡,易方达中短期美元债(QDII)C人民币
陈虎,华夏红利混合
华商优势行业混合,混合型
金元顺安金元宝货币B,货币型
南方丰元信用增强债券A,何康
债券型,天弘永利债券E
王晓宁,混合型
钟光正,安信尊享添益债券A
货币型,招商招金宝货币A
鹏华永融一年定期开放债券,刘涛
诺德优选30混合,罗世锋
易方达恒益定开债券发起式,张雅君
招商招利1个月期理财债券A,理财型
博时量化多策略股票C,黄瑞庆
民生加银现金增利货币B,王滨
银华国企改革混合发起式,混合型
左金保,长信先锐债券
博时鑫丰混合A,杨永光
牟琼屿,永赢昌利债券C
张勇,混合型
中欧聚瑞债券C,债券型
吴卫东,兴业国企改革混合
景顺长城政策性金融债,成念良
刘彦春,景顺长城绩优成长混合
大成景华一年定开债C,经惠云
中金丰鸿灵活配置混合C,郭党钰
成钧,平安500ETF联接A
林静,西部利得祥运混合A
定开债券,工银瑞祥定开发起式债券
国融融泰灵活配置混合C,田宏伟
万家鑫璟纯债A,苏谋东
叶乐天,建信央视50
吴江宏,汇添富鑫汇定开债券C
魏桢,定开债券
詹成,混合型
广发集鑫债券A,债券型
景顺长城公司治理混合,混合型
薛琳,国联安鑫乾混合C
程洲,混合型
债券型,蔡奕奕
刘俊,债券型
天弘穗利一年定开债A,定开债券
债券指数,丁进
国都多策略混合,混合型
混合型,银河君腾混合A
国泰沪深300指数C,股票指数
钟明,兴全稳益定开债发起式
王喆,中邮乐享收益灵活配置混合
汇添富安心中国债券C,债券型
广发行业领先混合A,邱璟旻
张芊,广发集裕债券C
泰达收益增强债券A,杨超
股票型,长江量化匠心甄选C
股票指数,中金MSCI中国A股价值指数A
混合型,前海开源盈鑫C
中银证券安泽债券A,债券型
肖立强,前海开源丰鑫混合C
民生加银鑫顺债券A,李文君
货币型,大成现金增利货币B
中信建投稳裕定开债C,许健
林昊,华宝新回报一年定开混合
大摩基础行业混合,王增财
南方亚洲美元债美元现汇A,苏炫纲
何翔,混合型
董承非,兴全趋势投资混合(LOF)
中欧睿尚定期开放混合,混合型
银华聚利灵活配置混合C,胡娜
博时裕盛纯债债券,魏桢
股票指数,汇添富中证500C
债券型,中信保诚稳鸿C
倪玉娟,博时富丰3个月定开债
混合型,东方红策略精选混合C
招商增荣混合(LOF),混合型
安信新优选混合A,混合型
舒灏,华安稳健回报混合
招商沪深300高贝塔分级A,固定收益
富国高端制造行业股票,毕天宇
债券型,于涛
万家科创3年封闭混合C,混合型
招商深证TMT50ETF,刘重杰
混合型,中融鑫思路混合A
混合型,梁杏
国投瑞银全球债券人民币,QDII
混合型,广发创新驱动灵活配置混合
白洁,中银理财30天债券A
ETF-场内,添富中证长三角ETF
信诚稳悦债券C,债券型
混合型,姚飞军
张帆,长盛同裕纯债A
广发策略优选混合,王小松
人保中高等级信用债A,债券型
交银瑞鑫定开混合,混合型
西部利得新动力混合C,韩丽楠
国投中证500指数量化增强C,股票指数
贾鹏,银华远景债券
李富强,北信瑞丰丰利混合
银华中证中票50指数债券C,债券指数
孟晨波,上投摩根天添盈货币B
建信双债增强债券A,朱虹
王一兵,保本型
招商招益两年定开债A,康晶
博时合惠货币B,货币型
定开债券,陈凯杨
国泰聚利价值定开混合,混合型
魏桢,博时月月盈短期理财债券A
工银3-5年国开债指数C,债券指数
国富中证100指数增强分级B,张志强
南方宏元定开债券C,定开债券
邓虎,混合型
理财型,农银7天理财债券A
安信活期宝货币B,任凭
汇添富双利债券C,吴江宏
付斌,招商丰凯混合A
南方中证500量化增强C,崔蕾
周思聪,分级杠杆
混合型,中融鑫视野混合C
大成中证红利指数C,夏高
国泰国证有色金属行业指数分级,徐皓
银华上证5年期国债指数C,债券指数
债券指数,银华中证5年期地方政府债指数A
林鹏,混合型
李帅,嘉实先进制造股票
富国7天理财宝债券A,王颀亮
新沃通盈灵活配置混合,俞瓅
孔令超,混合型
民生加银鑫享债券A,李慧鹏
洪流,债券型
混合型,中加心悦混合A
李文宾,万家成长优选混合A
汇安裕华定开债发起式,杨芳
宫雪,国金上证50分级
定开债券,招商添利两年债券
万家民安增利12个月定开债C,定开债券
混合型,前海开源泽鑫混合C
民生加银现金增利货币A,吕军涛
南方中证申万有色金属ETF,ETF-场内
安信永鑫增强债券A,张翼飞
华夏债券C,债券型
债券型,广发集丰债券A
诺德双翼分级债券A,固定收益
股票型,于玥
南方荣冠定开混合,混合型
饶刚,富国产业债券A
梁杏,股票指数
杨欣,银华逆向投资定开混合
聂世林,安信优势增长混合A
南华瑞元定期开放债券,定开债券
混合型,刘美玲
工银文体产业股票,袁芳
上投摩根大盘蓝筹股票,股票型
杨林耘,民生加银现金增利货币A
工银新趋势灵活配置混合C,混合型
长城久鼎混合,廖瀚博
宝盈增强收益债券C,高宇
王琳,混合型
南方原油A,黄亮
李文君,民生加银鑫丰债券C
郑振源,创金合信汇誉六个月定开债A
定开债券,阮毅
杨永光,债券型
合煦智远消费主题股票发起式A,程卉超
混合型,创金合信睿合定开混合
王鹏,股票型
鑫元全利C,债券型
叶乐天,建信中证1000指数增强A
混合型,中邮核心科技创新灵活配置混合
债券型,季慧娟
饶刚,东方红创新优选定开混合
民生加银家盈理财7天B,王滨
吕中凡,国联安鑫禧灵活配置混合A
新华双利债券A,于泽雨
中融量化多因子混合A,易海波
宋海娟,中信保诚稳利债券A
大摩万众创新灵活配置混合,缪东航
毛静平,泓德泓利货币B
博时现金宝货币A,魏桢
混合型,鹏华弘鑫混合A
泓德裕丰中短债债券A,债券型
嘉实安心货币B,张文玥
张翔,混合型
广发安泽短债债券A,债券型
混合型,黄欣
崔俊杰,鹏华沪深300ETF
混合型,景顺长城稳健回报混合A
东方红汇阳债券A,纪文静
平安惠轩债券,余斌
范洁,前海开源医疗健康A
牛志冬,联接基金
理财型,连端清
财通纯债债券C,林洪钧
曾刚,汇添富理财28天债券B
固定收益,博时中证银行指数分级A
蒋雯文,中欧瑾泰债券C
赵世宏,大成可转债增强债券
黄玥,混合型
债券指数,孟飞
向霈,招商招财通理财债券A
华夏睿磐泰荣混合C,混合型
梁钧,红塔红土盛商一年定开债A
景顺长城MSCI中国A股国际通,股票指数
东方红货币A,李燕
信诚永鑫定开混合A,混合型
富国7天理财宝债券A,郑迎迎
丘栋荣,混合型
混合型,中信建投睿利C
钟明,浦银安盛货币A
张圣贤,富国中证煤炭指数分级A
苏静然,银华战略新兴定开混合
汇添富睿丰混合(LOF)C,蒋文玲
江小震,中海惠利分级债券
钟光正,长城稳健成长灵活配置混合
长信新利灵活配置混合,刘波
李文宾,万家家盛债券C
银华估值优势混合,李晓星
华安中证银行指数分级,股票指数
东方新价值混合A,混合型
李仆,债券型
混合型,农银新能源主题
杜才超,定开债券
广发聚丰混合,傅友兴
刘彬,混合型
周豪,南方小康ETF联接A
富国中证军工指数分级B,分级杠杆
华安日日鑫货币H,货币型
汇添富盈稳保本混合,曾刚
货币型,建信现金增利货币
混合型,安信动态策略混合C
郅元,万家日日薪货币B
南方1-3年国开债C,夏晨曦
泰达宏利创盈混合A,丁宇佳
南方荣尊定开混合C,何康
刘俊廷,平安估值优势混合C
王琳,国泰安康定期支付混合A
哈默,银华惠添益货币
罗晓倩,财通财通宝货币B
刘晋晋,凯石淳行业精选混合A
股票型,贾成东
浦银安盛环保新能源A,褚艳辉
混合型,招商睿乾混合
股票型,刘美玲
博时聚瑞6个月定开债,陈凯杨
混合型,前海开源沪港深景气行业精选混合
中欧康裕混合C,混合型
王予柯,广发中证10年期国开债A
混合型,国富新趋势混合C
混合型,祝建辉
汇添富增强收益债券A,徐光
向霈,债券型
易方达科融混合,陈皓
债券型,博时裕鹏纯债债券
工银国债纯债债券A,张略钊
德邦德信中高企债指数分级A,债券指数
